COD_REG_RBD,COD_PRO_RBD,COD_COM_RBD,COD_DEPROV_RBD,COD_DEPE,COD_DEPE2,RURAL_RBD,ESTADO_ESTAB,DC_TOT,HH_TOT,mat_hom_tot,mat_muj_tot,mat_total
15,151,15101,151,2,1,0,1,69,1998,387,296,683
15,151,15101,151,2,1,0,1,13,445,99,86,185
15,151,15101,151,2,1,1,1,25,917,398,115,513
15,151,15101,151,2,1,0,1,69,2571,471,541,1012
15,151,15101,151,2,1,0,1,69,2563,519,471,990
15,151,15101,151,2,1,0,1,87,3335,682,464,1146
15,151,15101,151,2,1,0,1,53,1877,358,293,651
15,151,15101,151,2,1,0,1,93,3404,807,727,1534
15,151,15101,151,2,1,0,1,22,689,5,158,163
15,151,15101,151,2,1,0,1,39,1405,222,147,369
15,151,15101,151,2,1,0,1,31,1027,180,143,323
15,151,15101,151,2,1,0,1,26,925,158,105,263
15,151,15101,151,2,1,0,1,28,909,162,129,291
15,151,15101,151,2,1,0,1,60,2034,194,215,409
15,151,15101,151,2,1,0,1,31,1029,168,77,245
15,151,15101,151,2,1,0,1,29,1107,178,176,354
15,151,15101,151,2,1,0,1,36,1288,181,136,317
15,151,15101,151,2,1,0,1,29,1015,186,140,326
15,151,15101,151,2,1,0,1,50,1755,268,203,471
15,151,15101,151,2,1,0,3,0,0,0,0,0
15,151,15101,151,2,1,0,1,76,2848,548,484,1032
15,151,15101,151,2,1,0,1,56,2113,383,284,667
15,151,15101,151,2,1,0,1,24,794,89,91,180
15,151,15101,151,2,1,0,1,26,828,162,110,272
15,151,15101,151,2,1,0,1,46,1606,382,375,757
15,151,15101,151,2,1,0,1,48,1723,291,237,528
15,151,15101,151,2,1,0,1,25,853,107,62,169
15,151,15101,151,2,1,1,1,35,1292,214,205,419
15,151,15101,151,2,1,1,1,50,1914,382,334,716
15,151,15101,151,2,1,1,1,19,730,110,98,208
15,151,15101,151,2,1,1,1,9,261,57,63,120
15,151,15101,151,2,1,0,1,35,1190,123,149,272
15,151,15101,151,2,1,1,1,38,1498,271,264,535
15,151,15101,151,2,1,1,1,7,198,44,35,79
15,151,15101,151,2,1,1,1,4,104,12,14,26
15,151,15101,151,2,1,1,1,4,93,11,13,24
15,151,15101,151,3,2,0,1,3,80,13,22,35
15,151,15101,151,3,2,0,3,0,0,0,0,0
15,151,15101,151,3,2,0,1,52,1810,0,925,925
15,151,15101,151,3,2,0,3,2,60,0,0,0
15,151,15101,151,4,3,0,1,0,0,0,0,0
15,151,15101,151,3,2,0,1,3,104,17,18,35
15,151,15101,151,3,2,0,1,44,1664,290,290,580
15,151,15101,151,3,2,0,2,0,0,0,0,0
15,151,15101,151,3,2,0,1,159,6137,1979,1962,3941
15,151,15101,151,3,2,0,1,10,338,75,65,140
15,151,15101,151,3,2,0,1,52,1858,485,494,979
15,151,15101,151,3,2,0,3,0,0,0,0,0
15,151,15101,151,3,2,0,1,5,155,12,23,35
15,151,15101,151,4,3,0,1,45,1641,268,244,512
15,151,15101,151,3,2,0,1,48,1872,436,466,902
15,151,15101,151,4,3,0,2,0,0,0,0,0
15,151,15101,151,3,2,0,1,1,30,11,15,26
15,151,15101,151,3,2,0,1,31,950,302,305,607
15,151,15101,151,4,3,0,1,62,1812,367,405,772
15,151,15102,151,2,1,1,1,3,51,4,5,9
15,151,15102,151,2,1,1,1,12,366,31,21,52
15,151,15102,151,2,1,1,1,3,49,2,0,2
15,151,15102,151,2,1,1,1,3,51,7,5,12
15,151,15102,151,2,1,1,1,3,49,2,0,2
15,151,15102,151,2,1,1,1,4,56,4,5,9
15,152,15201,151,2,1,1,1,29,982,173,100,273
15,152,15201,151,2,1,1,1,4,130,8,6,14
15,152,15201,151,2,1,1,1,2,47,2,1,3
15,152,15201,151,2,1,1,1,2,47,2,0,2
15,152,15201,151,2,1,1,1,2,47,3,2,5
15,152,15201,151,2,1,1,1,3,91,1,0,1
15,152,15201,151,2,1,1,1,2,47,5,5,10
15,152,15202,151,2,1,1,1,2,46,1,0,1
15,152,15202,151,2,1,1,1,2,46,1,1,2
15,152,15202,151,2,1,1,1,2,46,1,1,2
15,152,15202,151,2,1,1,1,5,192,13,15,28
15,152,15202,151,2,1,1,1,2,46,4,1,5
15,152,15202,151,2,1,1,1,2,46,1,0,1
15,152,15202,151,2,1,1,1,2,46,4,2,6
15,152,15202,151,2,1,1,1,2,46,3,1,4
15,152,15202,151,2,1,1,1,2,46,0,1,1
1,11,1101,11,1,1,0,1,37,1321,210,166,376
1,11,1101,11,3,2,0,3,0,0,0,0,0
1,11,1101,11,1,1,0,3,0,0,0,0,0
1,11,1101,11,1,1,0,3,0,0,0,0,0
1,11,1101,11,1,1,0,1,22,882,66,43,109
1,11,1101,11,1,1,0,1,52,1749,217,307,524
1,11,1101,11,1,1,0,1,11,410,42,21,63
1,11,1101,11,5,4,0,1,24,897,229,97,326
1,11,1101,11,1,1,0,1,41,1587,228,220,448
1,11,1101,11,1,1,0,1,50,1794,281,225,506
1,11,1101,11,1,1,0,1,33,1051,79,137,216
1,11,1101,11,1,1,0,1,59,2296,482,475,957
1,11,1101,11,1,1,0,1,40,1651,344,316,660
1,11,1101,11,1,1,0,1,37,1358,376,276,652
1,11,1101,11,1,1,0,1,53,2169,558,391,949
1,11,1101,11,1,1,0,1,33,1320,269,245,514
1,11,1101,11,1,1,0,2,0,0,0,0,0
1,11,1101,11,1,1,0,1,47,1706,325,311,636
1,11,1101,11,1,1,0,1,37,1457,341,281,622
1,11,1101,11,1,1,0,1,38,1370,313,233,546
1,11,1101,11,1,1,0,2,0,0,0,0,0
1,11,1101,11,1,1,0,1,26,909,190,179,369
1,11,1101,11,1,1,0,1,37,1323,304,298,602
1,11,1101,11,1,1,0,1,69,2849,565,480,1045
1,11,1101,11,1,1,0,1,71,2738,580,507,1087
1,11,1101,11,1,1,0,1,44,1745,380,347,727
1,11,1101,11,3,2,0,1,48,1572,1,914,915
1,11,1101,11,3,2,0,3,0,0,0,0,0
1,11,1101,11,3,2,0,1,20,555,108,97,205
1,11,1101,11,3,2,0,1,28,734,196,179,375
1,11,1101,11,3,2,0,1,23,680,203,181,384
1,11,1101,11,3,2,0,1,82,3219,879,945,1824
1,11,1101,11,3,2,0,1,49,1902,383,372,755
1,11,1101,11,3,2,0,1,29,917,187,164,351
1,11,1101,11,4,3,0,1,6,264,4,9,13
1,11,1101,11,4,3,0,3,0,0,0,0,0
1,11,1101,11,4,3,0,1,6,190,15,12,27
1,11,1101,11,4,3,0,3,0,0,0,0,0
1,11,1101,11,3,2,0,1,18,602,203,169,372
1,11,1101,11,4,3,0,3,0,0,0,0,0
1,11,1101,11,4,3,0,3,0,0,0,0,0
1,11,1101,11,4,3,0,3,0,0,0,0,0
1,11,1101,11,4,3,0,3,0,0,0,0,0
1,11,1101,11,4,3,0,3,0,0,0,0,0
1,14,1404,11,2,1,1,1,7,210,17,13,30
1,14,1404,11,2,1,1,1,6,255,31,20,51
1,14,1404,11,2,1,1,1,1,44,0,1,1
1,14,1404,11,2,1,1,1,1,44,2,4,6
1,14,1404,11,2,1,1,1,8,241,17,15,32
1,14,1404,11,2,1,1,1,39,1490,165,129,294
1,14,1404,11,2,1,1,1,6,218,17,14,31
1,14,1404,11,2,1,1,1,1,44,3,3,6
1,14,1402,11,2,1,1,1,9,282,47,57,104
1,14,1402,11,2,1,1,1,2,52,2,2,4
1,14,1402,11,2,1,1,1,2,48,7,6,13
1,14,1402,11,2,1,1,1,3,50,2,1,3
1,14,1402,11,2,1,1,1,3,50,2,2,4
1,14,1402,11,2,1,1,1,2,48,5,3,8
1,14,1402,11,2,1,1,1,1,44,9,10,19
1,14,1402,11,2,1,1,1,1,44,8,9,17
1,14,1402,11,2,1,1,1,2,48,2,2,4
1,14,1403,11,2,1,1,1,7,174,6,1,7
1,14,1403,11,2,1,1,1,26,1041,61,59,120
1,14,1403,11,2,1,1,1,1,44,2,0,2
1,14,1403,11,2,1,1,3,0,0,0,0,0
1,14,1403,11,2,1,1,1,1,44,1,2,3
1,14,1403,11,2,1,1,1,1,44,0,1,1
1,14,1405,11,2,1,0,1,21,830,164,139,303
1,14,1405,11,2,1,1,1,19,717,84,79,163
1,14,1401,11,1,1,1,1,52,2186,332,381,713
1,14,1401,11,1,1,1,1,10,418,19,29,48
1,14,1401,11,1,1,1,1,36,1537,321,328,649
1,14,1401,11,1,1,1,1,19,812,130,133,263
1,14,1401,11,1,1,1,1,3,62,4,3,7
1,14,1401,11,1,1,1,1,10,420,48,42,90
2,23,2301,21,2,1,0,1,43,1806,336,333,669
2,23,2301,21,2,1,0,1,42,1810,294,259,553
2,23,2301,21,2,1,0,1,34,1480,309,229,538
2,23,2301,21,2,1,0,1,35,1469,320,277,597
2,23,2301,21,2,1,0,1,37,1575,287,283,570
2,23,2301,21,2,1,0,1,34,1389,260,223,483
2,23,2301,21,2,1,0,1,32,1373,225,222,447
2,23,2301,21,2,1,0,1,14,577,45,19,64
2,23,2301,21,3,2,0,1,50,2049,584,624,1208
2,23,2301,21,4,3,0,3,0,0,0,0,0
2,23,2302,21,2,1,0,1,44,1798,331,294,625
2,23,2302,21,2,1,0,1,24,926,149,143,292
2,23,2302,21,2,1,1,1,1,44,6,9,15
2,22,2201,22,1,1,0,1,53,2238,497,689,1186
2,22,2201,22,1,1,0,1,37,1414,213,182,395
2,22,2201,22,1,1,0,1,58,2383,600,248,848
2,22,2201,22,1,1,0,1,57,2440,689,476,1165
2,22,2201,22,1,1,0,1,30,1232,329,406,735
2,22,2201,22,1,1,0,1,36,1537,431,228,659
2,22,2201,22,1,1,0,1,46,2024,531,474,1005
2,22,2201,22,1,1,0,1,45,1927,539,514,1053
2,22,2201,22,1,1,0,1,46,1986,434,421,855
2,22,2201,22,1,1,0,1,65,2459,853,663,1516
2,22,2201,22,1,1,0,1,34,1420,286,281,567
2,22,2201,22,1,1,0,1,40,1696,327,240,567
2,22,2201,22,1,1,0,1,31,1355,319,290,609
2,22,2201,22,1,1,0,1,37,1552,368,342,710
2,22,2201,22,1,1,0,1,34,1459,321,251,572
2,22,2201,22,1,1,0,3,0,0,0,0,0
2,22,2201,22,1,1,0,3,0,0,0,0,0
2,22,2201,22,1,1,0,1,8,289,92,111,203
2,22,2201,22,1,1,0,1,11,391,143,161,304
2,22,2201,22,1,1,0,1,24,944,141,80,221
2,22,2201,22,1,1,0,1,39,1631,347,297,644
2,22,2201,22,1,1,0,1,35,1500,343,276,619
2,22,2201,22,1,1,0,1,10,364,102,93,195
2,22,2201,22,1,1,1,1,4,99,6,10,16
2,22,2201,22,1,1,0,1,16,632,149,131,280
2,22,2201,22,1,1,0,1,6,228,58,64,122
2,22,2201,22,1,1,1,1,5,188,6,7,13
2,22,2201,22,1,1,1,1,3,54,2,3,5
2,22,2201,22,1,1,1,2,0,0,0,0,0
2,22,2201,22,1,1,1,3,0,0,0,0,0
2,22,2201,22,1,1,1,1,10,400,60,25,85
2,22,2201,22,3,2,0,1,49,1916,433,425,858
2,22,2201,22,3,2,0,1,37,1419,1,968,969
2,22,2201,22,3,2,0,1,50,1699,561,545,1106
2,22,2201,22,3,2,0,1,78,3193,896,794,1690
2,22,2201,22,4,3,0,1,85,3348,559,492,1051
2,22,2201,22,4,3,0,1,2,74,60,61,121
2,22,2201,22,4,3,0,1,1,7,25,27,52
2,22,2201,22,3,2,0,1,7,240,99,108,207
2,22,2201,22,1,1,0,1,8,282,71,67,138
2,22,2202,22,2,1,1,1,5,220,20,18,38
2,22,2203,22,2,1,1,1,49,2136,464,401,865
2,22,2203,22,2,1,1,1,28,1210,128,130,258
2,22,2203,22,2,1,1,1,3,53,6,5,11
2,22,2203,22,2,1,1,1,5,110,16,13,29
2,22,2203,22,2,1,1,1,6,169,10,7,17
2,22,2203,22,2,1,1,1,2,47,1,1,2
2,22,2203,22,2,1,1,2,0,0,0,0,0
2,22,2203,22,2,1,1,1,8,211,9,25,34
2,21,2101,21,1,1,0,1,98,3954,1579,535,2114
2,21,2101,21,1,1,0,1,93,3589,739,884,1623
2,21,2101,21,1,1,0,1,6,84,9,3,12
2,21,2101,21,1,1,0,1,101,3747,256,1240,1496
2,21,2101,21,1,1,0,1,72,2880,527,462,989
2,21,2101,21,1,1,0,1,80,3416,547,638,1185
2,21,2101,21,1,1,0,1,63,2454,397,493,890
2,21,2101,21,1,1,0,1,73,2960,438,652,1090
2,21,2101,21,1,1,0,1,59,2374,638,601,1239
2,21,2101,21,1,1,0,1,40,1623,324,271,595
2,21,2101,21,1,1,0,1,59,2482,648,623,1271
2,21,2101,21,1,1,0,1,46,1824,371,340,711
2,21,2101,21,1,1,0,1,66,2730,717,637,1354
2,21,2101,21,1,1,0,1,46,1912,427,409,836
2,21,2101,21,1,1,0,1,39,1631,342,337,679
2,21,2101,21,1,1,0,1,40,1609,319,276,595
2,21,2101,21,1,1,0,1,41,1708,330,312,642
2,21,2101,21,1,1,0,3,0,0,0,0,0
2,21,2101,21,1,1,0,1,38,1546,321,262,583
2,21,2101,21,1,1,0,1,35,1441,270,223,493
2,21,2101,21,1,1,0,1,38,1543,253,264,517
2,21,2101,21,1,1,0,1,95,3910,730,749,1479
2,21,2101,21,1,1,0,1,57,2322,646,548,1194
2,21,2101,21,1,1,0,1,23,963,186,146,332
2,21,2101,21,1,1,0,1,15,553,133,136,269
2,21,2101,21,1,1,0,3,0,0,0,0,0
2,21,2101,21,1,1,0,1,33,1320,289,278,567
2,21,2101,21,1,1,0,1,32,1313,155,77,232
2,21,2101,21,1,1,0,1,43,1682,390,314,704
2,21,2101,21,1,1,0,1,57,2413,606,579,1185
2,21,2101,21,1,1,0,1,37,1489,270,239,509
2,21,2101,21,1,1,0,1,27,1161,226,189,415
2,21,2101,21,1,1,0,1,52,2152,570,456,1026
2,21,2101,21,1,1,0,1,21,846,143,117,260
2,21,2101,21,1,1,0,1,57,2319,504,441,945
2,21,2101,21,1,1,0,1,80,3198,439,440,879
2,21,2101,21,1,1,0,3,0,0,0,0,0
2,21,2101,21,1,1,0,1,34,1407,300,254,554
2,21,2101,21,1,1,0,1,38,1529,246,217,463
2,21,2101,21,1,1,0,1,41,1583,288,235,523
2,21,2101,21,1,1,0,3,0,0,0,0,0
2,21,2101,21,1,1,0,1,44,1802,306,295,601
2,21,2101,21,1,1,0,1,12,470,114,86,200
2,21,2101,21,1,1,0,1,33,1350,283,284,567
2,21,2101,21,1,1,0,1,14,565,109,140,249
2,21,2101,21,3,2,0,1,22,854,282,239,521
2,21,2101,21,3,2,0,1,70,2033,556,696,1252
2,21,2101,21,3,2,0,1,41,1532,453,485,938
2,21,2101,21,3,2,0,1,13,503,72,66,138
2,21,2101,21,3,2,0,1,44,1736,422,455,877
2,21,2101,21,3,2,0,1,66,2346,622,669,1291
2,21,2101,21,3,2,0,1,25,889,316,366,682
2,21,2101,21,3,2,0,1,37,1361,420,486,906
2,21,2101,21,4,3,0,1,5,206,23,15,38
2,21,2101,21,3,2,0,1,43,1390,337,403,740
2,21,2101,21,4,3,0,1,5,42,11,20,31
2,21,2101,21,4,3,0,2,0,0,0,0,0
2,21,2101,21,4,3,0,1,9,295,14,5,19
2,21,2101,21,4,3,0,1,36,1332,190,117,307
2,21,2101,21,3,2,0,1,53,1997,514,555,1069
2,21,2101,21,4,3,0,1,70,2638,693,223,916
2,21,2101,21,4,3,0,1,43,1657,23,432,455
2,21,2101,21,4,3,0,1,76,3268,351,369,720
2,21,2101,21,4,3,0,3,0,0,0,0,0
2,21,2101,21,4,3,0,1,49,1791,319,355,674
2,21,2101,21,3,2,0,1,47,1659,390,418,808
2,21,2101,21,4,3,0,1,61,2374,525,511,1036
2,21,2102,21,2,1,0,1,59,2470,612,534,1146
2,21,2102,21,2,1,0,1,47,1938,433,428,861
2,21,2102,21,2,1,1,1,3,102,10,10,20
2,21,2103,21,2,1,0,1,14,574,88,71,159
2,21,2103,21,2,1,1,1,19,776,62,49,111
2,21,2104,21,2,1,0,1,36,1465,275,239,514
2,21,2104,21,2,1,0,1,34,1443,265,322,587
2,21,2104,21,2,1,0,1,34,1408,221,150,371
2,21,2104,21,2,1,0,1,32,1334,272,286,558
2,21,2104,21,2,1,1,1,8,316,13,15,28
2,21,2104,21,3,2,0,3,0,0,0,0,0
3,32,3201,31,2,1,0,1,49,1901,346,322,668
3,32,3201,31,2,1,0,1,25,1010,176,137,313
3,32,3201,31,2,1,0,1,17,649,85,66,151
3,32,3201,31,2,1,0,1,21,784,180,158,338
3,32,3201,31,2,1,0,1,13,520,53,22,75
3,32,3202,31,2,1,0,1,40,1671,257,255,512
3,32,3202,31,2,1,0,3,0,0,0,0,0
3,32,3202,31,2,1,0,1,41,1668,359,321,680
3,32,3202,31,2,1,1,1,4,155,19,20,39
3,32,3202,31,3,2,1,3,0,0,0,0,0
3,32,3202,31,3,2,0,3,0,0,0,0,0
3,32,3202,31,3,2,0,1,47,2048,383,358,741
3,32,3202,31,3,2,0,3,0,0,0,0,0
3,32,3202,31,3,2,0,1,52,2220,312,348,660
3,31,3101,31,2,1,0,1,55,2362,311,422,733
3,31,3101,31,2,1,0,1,11,424,104,15,119
3,31,3101,31,2,1,0,1,59,2518,475,472,947
3,31,3101,31,2,1,0,1,59,2498,397,569,966
3,31,3101,31,2,1,0,1,47,1875,463,417,880
3,31,3101,31,2,1,0,3,0,0,0,0,0
3,31,3101,31,2,1,0,1,55,2046,388,342,730
3,31,3101,31,2,1,0,1,25,1069,100,61,161
3,31,3101,31,2,1,0,1,39,1617,322,295,617
3,31,3101,31,2,1,0,1,41,1705,407,321,728
3,31,3101,31,2,1,0,1,32,1347,240,194,434
3,31,3101,31,2,1,0,1,65,2620,631,533,1164
3,31,3101,31,2,1,0,1,33,1256,350,263,613
3,31,3101,31,2,1,0,1,44,1730,352,249,601
3,31,3101,31,2,1,0,1,24,1005,146,140,286
3,31,3101,31,2,1,0,1,68,2805,494,558,1052
3,31,3101,31,2,1,0,1,38,1437,429,292,721
3,31,3101,31,2,1,0,1,52,2181,426,353,779
3,31,3101,31,2,1,0,1,69,2781,662,558,1220
3,31,3101,31,2,1,0,1,57,2275,461,378,839
3,31,3101,31,2,1,0,1,45,1948,421,388,809
3,31,3101,31,2,1,0,1,50,2040,611,472,1083
3,31,3101,31,2,1,1,1,22,968,135,113,248
3,31,3101,31,2,1,0,1,26,1075,219,202,421
3,31,3101,31,3,2,0,1,100,3760,1029,1034,2063
3,31,3101,31,3,2,0,1,58,2120,1,1085,1086
3,31,3101,31,3,2,0,1,66,2497,0,985,985
3,31,3101,31,3,2,0,1,48,1921,534,492,1026
3,31,3101,31,3,2,0,1,38,1335,416,402,818
3,31,3101,31,4,3,0,3,0,0,0,0,0
3,31,3101,31,3,2,0,1,71,2428,654,519,1173
3,31,3102,31,2,1,0,1,37,1487,214,173,387
3,31,3101,31,2,1,1,1,1,44,2,3,5
3,31,3102,31,3,2,0,1,62,2097,546,603,1149
3,31,3103,31,2,1,0,1,33,1320,157,139,296
3,31,3103,31,2,1,0,1,27,1120,239,222,461
3,31,3103,31,2,1,0,1,31,1280,236,205,441
3,31,3103,31,2,1,1,1,4,176,21,19,40
3,31,3103,31,2,1,1,1,4,135,15,11,26
3,31,3103,31,2,1,1,1,2,46,1,6,7
3,33,3301,32,2,1,0,1,54,1999,369,400,769
3,33,3301,32,2,1,0,1,59,2482,473,106,579
3,33,3301,32,2,1,0,1,25,1003,116,104,220
3,33,3301,32,2,1,0,1,25,975,204,185,389
3,33,3301,32,2,1,0,1,43,1617,422,345,767
3,33,3301,32,2,1,0,1,51,2159,458,409,867
3,33,3301,32,2,1,0,1,21,810,161,155,316
3,33,3301,32,2,1,0,1,15,603,48,37,85
3,33,3301,32,2,1,0,1,28,1161,185,162,347
3,33,3301,32,2,1,0,1,34,1490,376,314,690
3,33,3301,32,2,1,0,1,32,1200,173,160,333
3,33,3301,32,2,1,0,1,31,1165,184,172,356
3,33,3301,32,2,1,0,1,19,822,87,70,157
3,33,3301,32,2,1,0,1,37,1458,336,290,626
3,33,3301,32,2,1,1,2,0,0,0,0,0
3,33,3301,32,2,1,1,1,2,88,6,3,9
3,33,3301,32,2,1,1,1,3,102,9,10,19
3,33,3301,32,2,1,1,1,6,184,25,17,42
3,33,3301,32,2,1,1,1,6,139,23,22,45
3,33,3301,32,2,1,1,3,0,0,0,0,0
3,33,3301,32,2,1,1,3,0,0,0,0,0
3,33,3301,32,2,1,1,1,9,218,33,35,68
3,33,3302,32,2,1,1,3,0,0,0,0,0
3,33,3301,32,3,2,0,1,58,2208,468,719,1187
3,33,3301,32,3,2,0,1,40,1485,468,506,974
3,33,3301,32,4,3,0,3,0,0,0,0,0
3,33,3303,32,2,1,0,1,34,1418,213,227,440
3,33,3303,32,2,1,1,1,2,88,7,7,14
3,33,3303,32,2,1,1,1,4,96,24,11,35
3,33,3303,32,2,1,1,1,6,208,31,27,58
3,33,3301,32,2,1,1,1,1,44,4,6,10
3,33,3304,32,2,1,0,1,37,1464,261,197,458
3,33,3304,32,2,1,0,1,36,1370,229,226,455
3,33,3304,32,2,1,0,1,27,1102,215,190,405
3,33,3304,32,2,1,1,1,3,57,10,7,17
3,33,3304,32,3,2,0,1,19,635,156,133,289
3,33,3302,32,2,1,1,1,19,814,106,101,207
3,33,3302,32,2,1,1,1,2,55,4,5,9
3,33,3302,32,2,1,1,1,2,66,8,8,16
3,33,3302,32,2,1,1,1,2,86,4,7,11
3,33,3302,32,2,1,1,1,1,44,0,2,2
3,33,3302,32,2,1,1,1,18,781,110,109,219
3,33,3302,32,2,1,1,1,1,44,5,3,8
3,33,3302,32,2,1,1,3,0,0,0,0,0
3,33,3302,32,2,1,1,1,1,44,5,7,12
3,33,3302,32,2,1,1,1,1,44,2,1,3
3,33,3302,32,2,1,1,1,1,44,4,7,11
3,33,3302,32,2,1,0,3,0,0,0,0,0
3,33,3302,32,2,1,1,1,1,44,3,1,4
3,33,3302,32,2,1,1,1,1,44,1,2,3
3,33,3302,32,2,1,1,1,1,44,1,0,1
3,33,3302,32,2,1,1,3,0,0,0,0,0
3,33,3302,32,2,1,1,3,0,0,0,0,0
3,33,3302,32,2,1,1,3,0,0,0,0,0
3,33,3302,32,2,1,1,1,2,55,3,4,7
4,41,4101,41,3,2,0,3,0,0,0,0,0
4,41,4101,41,1,1,0,1,53,2140,274,299,573
4,41,4101,41,1,1,0,1,54,2188,401,422,823
4,41,4101,41,1,1,0,1,39,1377,1,443,444
4,41,4101,41,1,1,0,1,69,2692,490,497,987
4,41,4101,41,1,1,0,3,0,0,0,0,0
4,41,4101,41,1,1,0,1,42,1240,210,141,351
4,41,4101,41,1,1,0,1,38,1434,3,504,507
4,41,4101,41,1,1,0,1,28,1117,164,116,280
4,41,4101,41,1,1,0,1,40,1467,334,160,494
4,41,4101,41,1,1,0,1,39,1427,301,301,602
4,41,4101,41,1,1,0,1,36,1313,395,161,556
4,41,4101,41,1,1,0,1,25,860,9,344,353
4,41,4101,41,1,1,0,1,24,737,74,52,126
4,41,4101,41,1,1,0,1,61,2294,478,398,876
4,41,4101,41,1,1,0,1,51,1850,238,212,450
4,41,4101,41,1,1,0,1,79,2260,432,360,792
4,41,4101,41,1,1,0,1,14,448,24,10,34
4,41,4101,41,1,1,0,1,32,1203,249,171,420
4,41,4101,41,1,1,0,1,44,1593,264,256,520
4,41,4101,41,1,1,0,1,29,949,87,53,140
4,41,4101,41,1,1,0,1,16,468,18,14,32
4,41,4101,41,1,1,0,1,21,756,79,66,145
4,41,4101,41,1,1,0,1,20,743,50,52,102
4,41,4101,41,1,1,0,1,19,734,67,74,141
4,41,4101,41,1,1,1,1,19,710,74,69,143
4,41,4101,41,1,1,1,1,6,230,34,3,37
4,41,4101,41,1,1,0,1,22,814,46,50,96
4,41,4101,41,1,1,0,1,27,940,72,65,137
4,41,4101,41,1,1,1,1,1,44,2,2,4
4,41,4101,41,1,1,1,1,1,44,4,0,4
4,41,4101,41,1,1,1,1,21,750,58,69,127
4,41,4101,41,1,1,1,1,1,44,3,2,5
4,41,4101,41,1,1,1,2,0,0,0,0,0
4,41,4101,41,1,1,1,1,2,56,4,1,5
4,41,4101,41,1,1,1,1,21,740,112,77,189
4,41,4101,41,1,1,1,1,25,872,110,119,229
4,41,4101,41,1,1,1,1,2,77,15,5,20
4,41,4101,41,1,1,1,3,0,0,0,0,0
4,41,4101,41,1,1,1,1,18,728,86,72,158
4,41,4101,41,1,1,1,1,4,146,13,12,25
4,41,4101,41,1,1,1,1,24,842,113,85,198
4,41,4101,41,1,1,1,1,1,44,2,2,4
4,41,4101,41,1,1,1,1,1,44,3,6,9
4,41,4101,41,3,2,0,1,49,1800,454,401,855
4,41,4101,41,3,2,0,1,33,1136,174,157,331
4,41,4101,41,3,2,0,1,57,2147,539,653,1192
4,41,4101,41,3,2,0,1,32,1004,276,275,551
4,41,4101,41,3,2,0,1,40,1352,258,344,602
4,41,4101,41,3,2,0,1,6,220,23,25,48
4,41,4101,41,3,2,0,1,30,1050,298,386,684
4,41,4101,41,3,2,0,1,55,2166,1099,0,1099
4,41,4101,41,3,2,0,1,42,1606,1,862,863
4,41,4101,41,3,2,0,3,0,0,0,0,0
4,41,4101,41,1,1,0,1,34,1146,132,100,232
4,41,4101,41,3,2,0,1,64,2248,657,545,1202
4,41,4101,41,4,3,0,1,57,2057,669,712,1381
4,41,4101,41,3,2,0,1,70,1858,373,364,737
4,41,4101,41,4,3,0,1,32,1173,344,327,671
4,41,4101,41,3,2,0,1,57,2212,407,646,1053
4,41,4101,41,4,3,0,3,0,0,0,0,0
4,41,4101,41,4,3,0,1,63,2548,410,395,805
4,41,4101,41,4,3,0,1,29,1020,120,127,247
4,41,4101,41,3,2,0,1,24,729,174,149,323
4,41,4101,41,4,3,0,1,50,1869,440,497,937
4,41,4101,41,4,3,0,1,74,2667,400,365,765
4,41,4101,41,4,3,0,3,0,0,0,0,0
4,41,4101,41,3,2,0,1,10,330,54,35,89
4,41,4104,41,2,1,0,1,29,1161,179,158,337
4,41,4104,41,2,1,1,1,2,88,22,20,42
4,41,4104,41,2,1,1,1,21,810,50,49,99
4,41,4104,41,2,1,1,3,0,0,0,0,0
4,41,4104,41,2,1,1,3,0,0,0,0,0
4,41,4104,41,2,1,1,1,25,798,63,78,141
4,41,4104,41,2,1,1,1,6,144,13,14,27
4,41,4104,41,2,1,1,1,1,44,15,7,22
4,41,4104,41,2,1,0,3,0,0,0,0,0
4,41,4104,41,2,1,1,1,3,132,19,11,30
4,41,4102,41,6,5,0,1,72,2866,287,407,694
4,41,4102,41,6,5,0,1,60,2146,663,89,752
4,41,4102,41,6,5,0,1,37,1298,161,140,301
4,41,4102,41,6,5,0,1,28,1033,165,128,293
4,41,4102,41,6,5,0,1,78,2682,382,458,840
4,41,4102,41,6,5,0,1,29,895,167,136,303
4,41,4102,41,6,5,0,1,24,902,121,104,225
4,41,4102,41,6,5,0,1,52,1915,362,331,693
4,41,4102,41,6,5,0,1,27,1053,128,116,244
4,41,4102,41,6,5,0,1,48,1822,315,241,556
4,41,4102,41,6,5,0,1,38,1480,189,197,386
4,41,4102,41,6,5,0,1,29,1084,102,84,186
4,41,4102,41,6,5,0,1,11,404,36,23,59
4,41,4102,41,6,5,0,1,12,373,37,16,53
4,41,4102,41,6,5,0,1,27,1062,133,73,206
4,41,4102,41,6,5,0,1,43,1748,337,307,644
4,41,4102,41,6,5,0,1,28,1016,119,80,199
4,41,4102,41,6,5,1,1,57,2034,413,345,758
4,41,4102,41,6,5,0,1,28,1045,181,160,341
4,41,4102,41,6,5,0,1,28,1074,199,209,408
4,41,4102,41,6,5,0,1,29,1099,206,185,391
4,41,4102,41,6,5,1,1,8,274,23,26,49
4,41,4102,41,6,5,1,1,5,76,7,7,14
